id,tier,category,subcategory,source,publisher,url,covers,unit_type,geo_granularity,cadence,lag,format,access_method,all_bidders_or_awarded,history_depth,license,verification,verification_note,notes
N07,2,multifamily_cost,city_studies,"Municipal and state affordable-housing cost studies: San Diego Housing Commission 2025, Minneapolis Housing Development Trends 2024, Seattle MHA annual report, Oregon DLCD cost study",city and state agencies,https://sdhc.org/wp-content/uploads/2025/04/Att-1_Affordable-Housing-Cost-Study-4.17.25.pdf,Per-unit development cost trends by year and product,$/unit,city / state,annual or one-off,months,PDF,direct download,n/a,multi-year,public record,VERIFIED-URL,VERIFIED,Useful as calibration anchors and as a check on model drift by metro.
N08,1,multifamily_cost,negative,Georgia DCA Cost Certifications resource page,Georgia DCA,https://dca.georgia.gov/affordable-housing/housing-development/housing-tax-credit-program/resources-applying/resources,Blank contractor cost certification guidelines and schedule-of-values template,templates only,n/a,n/a,n/a,PDF,direct download,n/a,n/a,public,VERIFIED-NEGATIVE,,Corrects an earlier assumption. Contains no filed per-project certifications. No state agency was found that publishes filed CPA cost certifications per project.
T01,1,commercial_bids,statutory_unlock,HUD Handbook 7460.8 REV-2 Ch.6 - procurement handbook for public housing authorities,HUD,https://www.hud.gov/sites/documents/74608c06pihh.pdf,Requires an abstract of ALL bids showing each bidder name and prices including alternates,requirement,national (all PHAs),static,n/a,PDF,direct download,all bidders,n/a,public domain,VERIFIED-DETAIL,,"SYSTEMIC UNLOCK. Every HUD-funded public housing authority has an all-bidder abstract with alternates whether or not it posts one, so a public records request is a reliable national fallback for multifamily trade pricing."
T02,1,commercial_bids,statutory_unlock,Illinois 30 ILCS 500 Article 30 - subcontractor price disclosure on single-prime higher-education bids,Illinois,https://law.justia.com/codes/illinois/chapter-30/act-30-ilcs-500/article-30/,"Low bidder must identify subcontractor name AND bid proposal cost for each of five subdivisions on contracts over $250,000",requirement,Illinois,static,n/a,statute,read,low bidder trade prices,n/a,public domain,VERIFIED-DETAIL,,SYSTEMIC UNLOCK. Trade prices are disclosed even without a multi-prime award. Time-limited through 12/31/2026 - confirm before relying on it.
T03,1,commercial_bids,multi_prime_statutes,"New Jersey separate-bid statutes: 18A:18A-18 (schools), 40A:11-16 (local public contracts), 52:18A-243 (state/SDA)",New Jersey,https://law.justia.com/codes/new-jersey/title-18a/section-18a-18a-18/,"Separate bids for five branches: plumbing/gas; HVAC/refrigeration; electrical incl. tele-data, fire alarm, security; structural steel and ornamental iron; general construction",requirement,New Jersey,static,n/a,statute,read,all bidders per branch,n/a,public domain,VERIFIED-DETAIL,,"Board may take separate bids, a single GC bid, or both. On single bids the bidder must name subs for branches 1-4. Sub-naming may be required when a subcontract exceeds 35% of estimated value."
T04,1,commercial_bids,structural_steel,"South Dakota DOT Bid Item Price Report (annual, 5-year series)",SD DOT,https://dot.sd.gov/media/qqhgg24h/2024-bid-item-price-report.pdf,"Statewide annual average unit prices per standard bid item including reinforcing steel (incl. epoxy-coated), structural steel, precast","$/LB, $/ton, $/unit",state,annual,months,PDF,direct download,awarded averages,2020-2024 in one report,public domain,VERIFIED-DETAIL,,Clean multi-year $/LB and $/ton series. Item dictionary at dot.sd.gov/doing-business/engineering-design-services/standard-bid-items/.
T05,1,commercial_bids,structural_steel,Caltrans Contract Cost Data query system,Caltrans,https://sv08data.dot.ca.gov/contractcost/,"Historic line-item bid prices by item code, district and year: reinforcing steel, structural steel, prestressing, precast",$/unit,Caltrans district,continuous,weeks,HTML query,scrape,all bids,multi-decade,public domain,VERIFIED-DETAIL,,Result and detail URL pattern proven scrapeable. Guidance: use >=20 results and stay within nearby districts. Search tips at sv08data.dot.ca.gov/contractcost/searchtips.html.
T06,2,commercial,structural_steel,AISC domestic wide-flange mill pricing (monthly public index; fuller quarterly report member-gated),AISC,https://www.aisc.org/economics/,Averaged domestic structural steel mill pricing,$/ton index,national,monthly,~1 month,HTML,read,n/a,multi-year,free summary,VERIFIED-DETAIL,,"AISC notes structural steel is priced off published domestic mill prices while ready-mix is priced off an RSMeans national average for 4,000 psi, and that ready-mix has risen more than 18% relative to hot-rolled steel since 2012. Bridge mill to fabricated price with FRED PPI PCU332312332312 / WPS107405."
T07,1,commercial_bids,glazing_windows_systems,"MSBA Accelerated Repair Program cost data (window, roof and boiler replacement across a large public portfolio)",Massachusetts School Building Authority,https://www.massschoolbuildings.org/programs/repair_program/cost_data,Estimated construction and total project cost per system-level replacement project,"$/project, $/SF",project (MA),annual,months,XLS,direct download,awarded,2012-2021 plus current,public record,VERIFIED-DETAIL,,The only located dataset with SYSTEM-LEVEL project costs across a large portfolio. MSBA Capital Planning cost data carries bid data from FY09; MA new-school average reached $698/SF by end-2023.
T08,1,commercial_bids,filed_sub_bids,Massachusetts filed sub-bid tabulations at municipal level (MGL c.149 s.44F); statewide Filed Sub-Bid Tabulation Form,Massachusetts municipalities,https://www.mass.gov/doc/subbidtabformpdf/download,"Named trade-package prices by bidder for 18 filed sub-bid classes incl. glass and glazing, metal windows, misc. and ornamental iron",$/trade package,project (MA),per project,days,PDF,direct download,all bidders per class,varies,public record,VERIFIED-DETAIL,,"Scrape municipalities, not DCAMM: DCAMM results sit behind BidExpress registration. Example values: Burlington MA Police Station misc. and ornamental iron $609,978; Holyoke Veterans Home $2,798,300."
T09,1,open,hvac_installed_cost,TECH Clean California heat pump installation download data,TECH Clean California,https://techcleanca.com/heat-pump-data/download-data/,"Row per installation with equipment information, site descriptors and total project cost",$/project,site (CA),monthly,~1 month,CSV,direct download,n/a,program to date,free,VERIFIED-DETAIL,,"Row-level installed HVAC cost at scale, free. NYSERDA ASHP/GSHP project and equipment datasets on data.gov are the New York analog; MassCEC holds a ~21,000-project ASHP dataset."
T10,3,commercial,hvac_equipment_gap,HVAC equipment list prices - GAP,n/a,https://www.gsaadvantage.gov/,Model-level HVAC equipment unit prices,$/unit,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,NOT-FOUND,NOT FOUND,"No public bid tab with model-level HVAC equipment unit prices was found. Cooperative contracts (Sourcewell, TIPS, OMNIA) publish percentage off a manufacturer list that is itself not public. Best lead: the gsaadvantage.gov/ref_text/<contract>/ price-list file convention. Rare public equipment-vs-install split: Penn State OPP HVAC bid tab with a deduct alternate if the university buys the chiller. DOE Technical Support Documents carry manufacturer production cost and markup by capacity and efficiency."
T11,3,commercial,elevator_gap,Elevator new-install benchmark - GAP,n/a,https://purchasing.uky.edu/sites/default/files/2022-01/cck-2594-22bidtab.pdf,New-install cost per stop for hydraulic or MRL elevators,"$/stop, $/unit",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,NOT-FOUND,NOT FOUND,"No new-install benchmark for 2-5 stop hydraulic or MRL elevators located. Isolated data points only: University of Kentucky hydraulic jack elevator award $55,000; Louisiana FP&C refurbishment and repair tabs; municipal per-elevator monthly maintenance pricing by OEM. NYC DOB NOW elevator permit datasets carry filing fee, not declared construction value. RLB Riders Digest is the most likely credible public source for per-stop and curtain wall elemental rates; contents unverified."
T12,2,open,fire_protection,"NFPA / Newport Partners Home Fire Sprinkler Cost Assessment (2013, 2008); NFSA high-rise retrofit data points",NFPA / NFSA,https://homefiresprinkler.org/wp-content/uploads/2016/05/HomeFireSprinklerCostAssessment2013.pdf,Sprinkler cost per sprinklered SF,$/SF,multi-community sample,discontinued,13 years,PDF,direct download,n/a,"2008, 2013",free,VERIFIED-DETAIL,,"2013: $1.35 per sprinklered SF all-in across 17 communities and 51 homes. 2008: $1.61/SF, range $0.38-$3.66. NFSA high-rise retrofit: an actual bid of $725,000 total = $5.14/SF basement to Level 12; occupied high-rise retrofit bids $2,000-$7,000 per dwelling unit or $5-$10/SF. No commercial equivalent of the residential NFPA study exists."
T13,1,state,vertical_bid_tabs,"Louisiana Division of Administration, Facility Planning and Control - vertical construction bid tabs",Louisiana DOA,https://www.doa.la.gov/,"Bid tabulations for state vertical projects: HVAC, elevator, fire alarm, roofing","$/project, $/alternate",project (LA),per project,days,PDF,scrape,all bidders,multi-year,public record,VERIFIED-DETAIL,,"The richest open set of vertical-construction bid tabs located, and not paywalled. Enumerate with site:doa.la.gov ""bid tab"" f-."
T14,2,open,wall_systems,Masonry Promotion Group exterior wall system cost study,Masonry Promotion Group,https://masonrypromo.org/cost-study,"Exterior wall system cost by system including footings, per SF of opaque wall area",$/SF wall,national,one-off,n/a,HTML / PDF,read,n/a,n/a,free,VERIFIED-DETAIL,,"Industry-funded, so treat the comparative conclusions with care. Reports alternative wall systems raising initial cost 37%-167% on one building type."
T15,2,open,shell_rates,Terner Center - Hard Construction Costs (March 2020),UC Berkeley Terner Center,https://ternercenter.berkeley.edu/wp-content/uploads/2020/08/Hard_Construction_Costs_March_2020.pdf,Shell cost per gross SF by typology in the DC market; raw concrete cost,$/GSF,metro (DC),one-off,6 years,PDF,direct download,n/a,2020,free,VERIFIED-DETAIL,,DC market: raw concrete $26-$36/GSF; 5-over-2 or 5-over-3 about $138/GSF; high-rise $180-$220/GSF. Needs re-escalation to a current midpoint.
V01,1,state,net_price_sheets,"County and city annual materials term contracts publishing LIST / DISCOUNT / NET per line (Lee County FL, Jefferson County MO, Minneapolis MN, Kent County MI and others)",county and city procurement,https://www.leegov.com/procurement,"Distributor net prices and manufacturer discount percentages for PVF, electrical, lighting, datacom, paint, hardware, fasteners, ready-mix, aggregates","$/item, % discount",county / city,annual re-bid,weeks,PDF,scrape,all bidders on tabs; awarded on price sheets,multi-year,public record,VERIFIED-DETAIL,,"THE route to real distributor economics without a supplier relationship. Lee County FL Ferguson sheets carry literal LIST / DISCOUNT / NET columns for water, sewer and irrigation materials 2019-2022; Graybar appendices carry discount percentage by manufacturer and line of business. Jefferson County MO tabs give percentage discount by line (terminals 40%, hardware 50%, fasteners 58%) firm for one year. Kent County MI 2025: concrete mix 3500 at $144.75/cy against $171.50, a noted 14.06% increase over 2023. Systematic enumeration via /procurement/Project Documents/ and DocumentCenter/View/ URL trees."
V02,1,state,net_price_sheets,Minneapolis MN bid tabulation index,City of Minneapolis,https://www.minneapolismn.gov/business-services/doing-business-with-the-city/bid-tabulations/,"All city bid tabs including ready-mix, water distribution materials, fire alarm replacement","$/item, $/project",city,continuous,days,HTML index + PDF,scrape,all bidders,multi-year,public record,VERIFIED-DETAIL,,Clean HTML index makes systematic harvest straightforward. Water distribution commodity pricing compares Ferguson against Core & Main directly.
